x,y,celltype,id
196,-152,Cell A,cell_2684
54,-449,Cell A,cell_2685
28,-270,Cell A,cell_2686
291,-185,Cell A,cell_2687
221,-169,Cell A,cell_2688
57,-449,Cell A,cell_2689
361,-68,Cell A,cell_2690
194,-56,Cell A,cell_2691
188,-230,Cell A,cell_2692
226,-233,Cell A,cell_2693
135,-454,Cell A,cell_2694
126,-489,Cell A,cell_2695
325,-131,Cell A,cell_2696
368,-405,Cell A,cell_2697
155,-486,Cell A,cell_2698
290,-469,Cell A,cell_2699
48,-143,Cell A,cell_2700
229,-291,Cell A,cell_2701
253,-42,Cell A,cell_2702
202,-72,Cell A,cell_2703
425,-400,Cell A,cell_2704
492,-269,Cell A,cell_2705
496,-97,Cell A,cell_2706
396,-173,Cell A,cell_2707
173,-466,Cell A,cell_2708
356,-456,Cell A,cell_2709
423,-284,Cell A,cell_2710
452,-376,Cell A,cell_2711
278,-81,Cell A,cell_2712
315,-445,Cell A,cell_2713
382,-106,Cell A,cell_2714
483,-329,Cell A,cell_2715
455,-276,Cell A,cell_2716
26,-314,Cell A,cell_2717
370,-479,Cell A,cell_2718
410,-110,Cell A,cell_2719
44,-289,Cell A,cell_2720
232,-125,Cell A,cell_2721
233,-371,Cell A,cell_2722
257,-352,Cell A,cell_2723
491,-248,Cell A,cell_2724
24,-266,Cell A,cell_2725
320,-191,Cell A,cell_2726
350,-254,Cell A,cell_2727
359,-211,Cell A,cell_2728
428,-170,Cell A,cell_2729
204,-145,Cell A,cell_2730
32,-272,Cell A,cell_2731
366,-478,Cell A,cell_2732
178,-125,Cell A,cell_2733
406,-322,Cell A,cell_2734
169,-277,Cell A,cell_2735
378,-355,Cell A,cell_2736
471,-312,Cell A,cell_2737
187,-326,Cell A,cell_2738
222,-189,Cell A,cell_2739
205,-71,Cell A,cell_2740
186,-283,Cell A,cell_2741
426,-244,Cell A,cell_2742
282,-246,Cell A,cell_2743
441,-112,Cell A,cell_2744
400,-255,Cell A,cell_2745
446,-490,Cell A,cell_2746
454,-300,Cell A,cell_2747
227,-234,Cell A,cell_2748
280,-245,Cell A,cell_2749
250,-396,Cell A,cell_2750
262,-471,Cell A,cell_2751
368,-414,Cell A,cell_2752
427,-360,Cell A,cell_2753
101,-259,Cell A,cell_2754
231,-351,Cell A,cell_2755
443,-254,Cell A,cell_2756
184,-161,Cell A,cell_2757
108,-266,Cell A,cell_2758
309,-31,Cell A,cell_2759
326,-59,Cell A,cell_2760
337,-313,Cell A,cell_2761
188,-11,Cell A,cell_2762
68,-92,Cell A,cell_2763
65,-254,Cell A,cell_2764
61,-139,Cell A,cell_2765
19,-250,Cell A,cell_2766
332,-392,Cell A,cell_2767
430,-100,Cell A,cell_2768
288,-131,Cell A,cell_2769
289,-319,Cell A,cell_2770
335,-128,Cell A,cell_2771
483,-459,Cell A,cell_2772
143,-136,Cell A,cell_2773
203,-202,Cell A,cell_2774
293,-229,Cell A,cell_2775
350,-441,Cell A,cell_2776
344,-284,Cell A,cell_2777
243,-387,Cell A,cell_2778
495,-264,Cell A,cell_2779
174,-191,Cell A,cell_2780
186,-387,Cell A,cell_2781
262,-408,Cell A,cell_2782
369,-134,Cell A,cell_2783
99,-249,Cell A,cell_2784
440,-150,Cell A,cell_2785
430,-431,Cell A,cell_2786
445,-393,Cell A,cell_2787
222,-144,Cell A,cell_2788
286,-236,Cell A,cell_2789
453,-172,Cell A,cell_2790
71,-99,Cell A,cell_2791
427,-270,Cell A,cell_2792
127,-390,Cell A,cell_2793
482,-160,Cell A,cell_2794
218,-89,Cell A,cell_2795
90,-482,Cell A,cell_2796
280,-224,Cell A,cell_2797
395,-35,Cell A,cell_2798
495,-138,Cell A,cell_2799
429,-131,Cell A,cell_2800
378,-300,Cell A,cell_2801
367,-119,Cell A,cell_2802
239,-328,Cell A,cell_2803
229,-198,Cell A,cell_2804
261,-23,Cell A,cell_2805
215,-62,Cell A,cell_2806
235,-477,Cell A,cell_2807
158,-202,Cell A,cell_2808
468,-83,Cell A,cell_2809
442,-132,Cell A,cell_2810
63,-252,Cell A,cell_2811
324,-40,Cell A,cell_2812
153,-484,Cell A,cell_2813
263,-153,Cell A,cell_2814
386,-124,Cell A,cell_2815
460,-133,Cell A,cell_2816
193,-362,Cell A,cell_2817
165,-376,Cell A,cell_2818
139,-217,Cell A,cell_2819
496,-82,Cell A,cell_2820
346,-417,Cell A,cell_2821
136,-136,Cell A,cell_2822
390,-34,Cell A,cell_2823
183,-471,Cell A,cell_2824
372,-84,Cell A,cell_2825
75,-387,Cell A,cell_2826
328,-217,Cell A,cell_2827
466,-209,Cell A,cell_2828
421,-400,Cell A,cell_2829
203,-189,Cell A,cell_2830
359,-176,Cell A,cell_2831
376,-398,Cell A,cell_2832
232,-289,Cell A,cell_2833
104,-472,Cell A,cell_2834
97,-230,Cell A,cell_2835
404,-406,Cell A,cell_2836
78,-377,Cell A,cell_2837
156,-51,Cell A,cell_2838
98,-60,Cell A,cell_2839
366,-94,Cell A,cell_2840
103,-414,Cell A,cell_2841
303,-439,Cell A,cell_2842
43,-288,Cell A,cell_2843
88,-479,Cell A,cell_2844
401,-128,Cell A,cell_2845
222,-229,Cell A,cell_2846
182,-160,Cell A,cell_2847
431,-386,Cell A,cell_2848
473,-200,Cell A,cell_2849
386,-51,Cell A,cell_2850
437,-445,Cell A,cell_2851
177,-70,Cell A,cell_2852
41,-367,Cell A,cell_2853
418,-142,Cell A,cell_2854
330,-343,Cell A,cell_2855
214,-494,Cell A,cell_2856
173,-397,Cell A,cell_2857
336,-120,Cell A,cell_2858
89,-282,Cell A,cell_2859
336,-301,Cell A,cell_2860
156,-52,Cell A,cell_2861
388,-263,Cell A,cell_2862
199,-362,Cell A,cell_2863
336,-108,Cell A,cell_2864
12,-248,Cell A,cell_2865
387,-400,Cell A,cell_2866
197,-476,Cell A,cell_2867
174,-270,Cell A,cell_2868
305,-475,Cell A,cell_2869
137,-479,Cell A,cell_2870
485,-163,Cell A,cell_2871
410,-333,Cell A,cell_2872
446,-441,Cell A,cell_2873
249,-289,Cell A,cell_2874
340,-214,Cell A,cell_2875
110,-119,Cell A,cell_2876
370,-296,Cell A,cell_2877
326,-32,Cell A,cell_2878
283,-455,Cell A,cell_2879
181,-249,Cell A,cell_2880
137,-467,Cell A,cell_2881
193,-375,Cell A,cell_2882
411,-318,Cell A,cell_2883
139,-396,Cell A,cell_2884
162,-387,Cell A,cell_2885
54,-158,Cell A,cell_2886
318,-151,Cell A,cell_2887
47,-350,Cell A,cell_2888
357,-484,Cell A,cell_2889
272,-360,Cell A,cell_2890
329,-220,Cell A,cell_2891
62,-297,Cell A,cell_2892
77,-109,Cell A,cell_2893
496,-83,Cell A,cell_2894
205,-112,Cell A,cell_2895
11,-312,Cell A,cell_2896
62,-388,Cell A,cell_2897
498,-138,Cell A,cell_2898
206,-202,Cell A,cell_2899
493,-83,Cell A,cell_2900
368,-438,Cell A,cell_2901
262,-156,Cell A,cell_2902
155,-47,Cell A,cell_2903
194,-328,Cell A,cell_2904
64,-30,Cell A,cell_2905
399,-429,Cell A,cell_2906
409,-320,Cell A,cell_2907
339,-127,Cell A,cell_2908
366,-78,Cell A,cell_2909
315,-220,Cell A,cell_2910
27,-111,Cell A,cell_2911
339,-299,Cell A,cell_2912
364,-495,Cell A,cell_2913
341,-43,Cell A,cell_2914
334,-335,Cell A,cell_2915
125,-388,Cell A,cell_2916
431,-388,Cell A,cell_2917
221,-91,Cell A,cell_2918
83,-50,Cell A,cell_2919
292,-107,Cell A,cell_2920
329,-349,Cell A,cell_2921
486,-56,Cell A,cell_2922
361,-177,Cell A,cell_2923
478,-457,Cell A,cell_2924
460,-95,Cell A,cell_2925
256,-461,Cell A,cell_2926
340,-445,Cell A,cell_2927
351,-79,Cell A,cell_2928
128,-493,Cell A,cell_2929
382,-445,Cell A,cell_2930
44,-107,Cell A,cell_2931
334,-47,Cell A,cell_2932
125,-481,Cell A,cell_2933
77,-379,Cell A,cell_2934
236,-118,Cell A,cell_2935
88,-415,Cell A,cell_2936
334,-394,Cell A,cell_2937
311,-31,Cell A,cell_2938
453,-271,Cell A,cell_2939
173,-428,Cell A,cell_2940
155,-455,Cell A,cell_2941
436,-347,Cell A,cell_2942
14,-317,Cell A,cell_2943
376,-105,Cell A,cell_2944
352,-490,Cell A,cell_2945
453,-251,Cell A,cell_2946
234,-106,Cell A,cell_2947
34,-274,Cell A,cell_2948
227,-384,Cell A,cell_2949
162,-199,Cell A,cell_2950
410,-429,Cell A,cell_2951
398,-336,Cell A,cell_2952
267,-410,Cell A,cell_2953
353,-216,Cell A,cell_2954
65,-451,Cell A,cell_2955
224,-145,Cell A,cell_2956
398,-331,Cell A,cell_2957
208,-308,Cell A,cell_2958
62,-435,Cell A,cell_2959
486,-447,Cell A,cell_2960
34,-339,Cell A,cell_2961
301,-470,Cell A,cell_2962
14,-300,Cell A,cell_2963
94,-113,Cell A,cell_2964
466,-91,Cell A,cell_2965
273,-80,Cell A,cell_2966
328,-138,Cell A,cell_2967
456,-418,Cell A,cell_2968
161,-98,Cell A,cell_2969
453,-266,Cell A,cell_2970
271,-84,Cell A,cell_2971
450,-472,Cell A,cell_2972
218,-347,Cell A,cell_2973
116,-489,Cell A,cell_2974
270,-46,Cell A,cell_2975
448,-451,Cell A,cell_2976
125,-222,Cell A,cell_2977
69,-93,Cell A,cell_2978
267,-234,Cell A,cell_2979
158,-491,Cell A,cell_2980
434,-246,Cell A,cell_2981
481,-488,Cell A,cell_2982
208,-157,Cell A,cell_2983
334,-150,Cell A,cell_2984
276,-446,Cell A,cell_2985
497,-112,Cell A,cell_2986
162,-366,Cell A,cell_2987
52,-164,Cell A,cell_2988
493,-95,Cell A,cell_2989
142,-15,Cell A,cell_2990
229,-95,Cell A,cell_2991
349,-360,Cell A,cell_2992
224,-168,Cell A,cell_2993
363,-273,Cell A,cell_2994
362,-482,Cell A,cell_2995
425,-238,Cell A,cell_2996
74,-22,Cell A,cell_2997
92,-220,Cell A,cell_2998
268,-417,Cell A,cell_2999
172,-154,Cell A,cell_3000
68,-333,Cell A,cell_3001
49,-312,Cell A,cell_3002
147,-480,Cell A,cell_3003
389,-385,Cell A,cell_3004
51,-404,Cell A,cell_3005
286,-30,Cell A,cell_3006
108,-13,Cell A,cell_3007
384,-123,Cell A,cell_3008
193,-209,Cell A,cell_3009
238,-161,Cell A,cell_3010
442,-298,Cell A,cell_3011
339,-445,Cell A,cell_3012
474,-370,Cell A,cell_3013
137,-394,Cell A,cell_3014
35,-262,Cell A,cell_3015
354,-495,Cell A,cell_3016
379,-106,Cell A,cell_3017
394,-61,Cell A,cell_3018
432,-389,Cell A,cell_3019
489,-268,Cell A,cell_3020
281,-270,Cell A,cell_3021
348,-324,Cell A,cell_3022
186,-237,Cell A,cell_3023
432,-330,Cell A,cell_3024
335,-28,Cell A,cell_3025
195,-203,Cell A,cell_3026
464,-316,Cell A,cell_3027
355,-392,Cell A,cell_3028
408,-364,Cell A,cell_3029
437,-204,Cell A,cell_3030
452,-300,Cell A,cell_3031
408,-172,Cell A,cell_3032
408,-488,Cell A,cell_3033
313,-34,Cell A,cell_3034
121,-128,Cell A,cell_3035
286,-199,Cell A,cell_3036
484,-417,Cell A,cell_3037
383,-299,Cell A,cell_3038
51,-142,Cell A,cell_3039
429,-310,Cell A,cell_3040
220,-183,Cell A,cell_3041
243,-264,Cell A,cell_3042
205,-221,Cell A,cell_3043
151,-413,Cell A,cell_3044
87,-206,Cell A,cell_3045
331,-397,Cell A,cell_3046
451,-303,Cell A,cell_3047
153,-477,Cell A,cell_3048
67,-308,Cell A,cell_3049
231,-250,Cell A,cell_3050
437,-188,Cell A,cell_3051
396,-64,Cell A,cell_3052
428,-411,Cell A,cell_3053
184,-280,Cell A,cell_3054
309,-306,Cell A,cell_3055
247,-335,Cell A,cell_3056
101,-487,Cell A,cell_3057
139,-28,Cell A,cell_3058
438,-262,Cell A,cell_3059
370,-64,Cell A,cell_3060
47,-314,Cell A,cell_3061
201,-456,Cell A,cell_3062
479,-281,Cell A,cell_3063
181,-156,Cell A,cell_3064
12,-396,Cell A,cell_3065
31,-121,Cell A,cell_3066
385,-261,Cell A,cell_3067
381,-369,Cell A,cell_3068
86,-433,Cell A,cell_3069
109,-16,Cell A,cell_3070
298,-440,Cell A,cell_3071
276,-450,Cell A,cell_3072
114,-417,Cell A,cell_3073
472,-321,Cell A,cell_3074
180,-169,Cell A,cell_3075
389,-55,Cell A,cell_3076
436,-216,Cell A,cell_3077
217,-199,Cell A,cell_3078
272,-443,Cell A,cell_3079
48,-104,Cell A,cell_3080
375,-102,Cell A,cell_3081
283,-440,Cell A,cell_3082
248,-269,Cell A,cell_3083
65,-388,Cell A,cell_3084
435,-446,Cell A,cell_3085
13,-232,Cell A,cell_3086
298,-463,Cell A,cell_3087
41,-368,Cell A,cell_3088
126,-158,Cell A,cell_3089
116,-475,Cell A,cell_3090
493,-82,Cell A,cell_3091
228,-21,Cell A,cell_3092
213,-83,Cell A,cell_3093
15,-276,Cell A,cell_3094
414,-428,Cell A,cell_3095
76,-401,Cell A,cell_3096
25,-402,Cell A,cell_3097
304,-160,Cell A,cell_3098
303,-132,Cell A,cell_3099
189,-485,Cell A,cell_3100
304,-223,Cell A,cell_3101
15,-195,Cell A,cell_3102
470,-43,Cell A,cell_3103
450,-172,Cell A,cell_3104
229,-368,Cell A,cell_3105
454,-170,Cell A,cell_3106
223,-28,Cell A,cell_3107
268,-330,Cell A,cell_3108
77,-114,Cell A,cell_3109
58,-43,Cell A,cell_3110
82,-426,Cell A,cell_3111
476,-150,Cell A,cell_3112
196,-486,Cell A,cell_3113
386,-199,Cell A,cell_3114
415,-171,Cell A,cell_3115
334,-256,Cell A,cell_3116
203,-369,Cell A,cell_3117
73,-100,Cell A,cell_3118
182,-387,Cell A,cell_3119
239,-74,Cell A,cell_3120
240,-477,Cell A,cell_3121
466,-489,Cell A,cell_3122
288,-108,Cell A,cell_3123
368,-373,Cell A,cell_3124
446,-393,Cell A,cell_3125
266,-89,Cell A,cell_3126
83,-341,Cell A,cell_3127
482,-372,Cell A,cell_3128
301,-24,Cell A,cell_3129
61,-86,Cell A,cell_3130
474,-152,Cell A,cell_3131
42,-259,Cell A,cell_3132
153,-162,Cell A,cell_3133
106,-473,Cell A,cell_3134
130,-80,Cell A,cell_3135
467,-267,Cell A,cell_3136
88,-14,Cell A,cell_3137
43,-104,Cell A,cell_3138
480,-384,Cell A,cell_3139
315,-458,Cell A,cell_3140
474,-204,Cell A,cell_3141
35,-283,Cell A,cell_3142
22,-243,Cell A,cell_3143
236,-376,Cell A,cell_3144
221,-92,Cell A,cell_3145
470,-264,Cell A,cell_3146
269,-151,Cell A,cell_3147
242,-207,Cell A,cell_3148
411,-250,Cell A,cell_3149
271,-150,Cell A,cell_3150
143,-400,Cell A,cell_3151
12,-390,Cell A,cell_3152
277,-47,Cell A,cell_3153
467,-416,Cell A,cell_3154
347,-320,Cell A,cell_3155
66,-33,Cell A,cell_3156
289,-103,Cell A,cell_3157
361,-67,Cell A,cell_3158
199,-253,Cell A,cell_3159
294,-253,Cell A,cell_3160
224,-223,Cell A,cell_3161
490,-265,Cell A,cell_3162
376,-102,Cell A,cell_3163
302,-375,Cell A,cell_3164
446,-442,Cell A,cell_3165
165,-167,Cell A,cell_3166
251,-301,Cell A,cell_3167
254,-444,Cell A,cell_3168
405,-109,Cell A,cell_3169
479,-305,Cell A,cell_3170
252,-448,Cell A,cell_3171
201,-13,Cell A,cell_3172
307,-477,Cell A,cell_3173
168,-279,Cell A,cell_3174
248,-157,Cell A,cell_3175
81,-371,Cell A,cell_3176
102,-56,Cell A,cell_3177
36,-203,Cell A,cell_3178
248,-393,Cell A,cell_3179
163,-68,Cell A,cell_3180
349,-444,Cell A,cell_3181
81,-152,Cell A,cell_3182
111,-368,Cell A,cell_3183
333,-56,Cell A,cell_3184
222,-300,Cell A,cell_3185
259,-353,Cell A,cell_3186
481,-303,Cell A,cell_3187
264,-44,Cell A,cell_3188
346,-47,Cell A,cell_3189
264,-20,Cell A,cell_3190
491,-372,Cell A,cell_3191
278,-229,Cell A,cell_3192
345,-187,Cell A,cell_3193
284,-95,Cell A,cell_3194
375,-265,Cell A,cell_3195
343,-315,Cell A,cell_3196
95,-445,Cell A,cell_3197
217,-153,Cell A,cell_3198
177,-394,Cell A,cell_3199
243,-348,Cell A,cell_3200
11,-265,Cell A,cell_3201
369,-296,Cell A,cell_3202
206,-186,Cell A,cell_3203
420,-142,Cell A,cell_3204
117,-50,Cell A,cell_3205
50,-446,Cell A,cell_3206
304,-445,Cell A,cell_3207
338,-496,Cell A,cell_3208
90,-279,Cell A,cell_3209
238,-382,Cell A,cell_3210
311,-434,Cell A,cell_3211
404,-150,Cell A,cell_3212
31,-346,Cell A,cell_3213
425,-445,Cell A,cell_3214
18,-410,Cell A,cell_3215
463,-43,Cell A,cell_3216
182,-17,Cell A,cell_3217
276,-491,Cell A,cell_3218
86,-269,Cell A,cell_3219
308,-224,Cell A,cell_3220
343,-474,Cell A,cell_3221
116,-366,Cell A,cell_3222
123,-129,Cell A,cell_3223
218,-461,Cell A,cell_3224
319,-186,Cell A,cell_3225
181,-283,Cell A,cell_3226
232,-485,Cell A,cell_3227
154,-477,Cell A,cell_3228
26,-275,Cell A,cell_3229
352,-192,Cell A,cell_3230
184,-22,Cell A,cell_3231
440,-154,Cell A,cell_3232
57,-439,Cell A,cell_3233
252,-341,Cell A,cell_3234
256,-260,Cell A,cell_3235
458,-260,Cell A,cell_3236
136,-414,Cell A,cell_3237
326,-294,Cell A,cell_3238
299,-36,Cell A,cell_3239
337,-389,Cell A,cell_3240
480,-339,Cell A,cell_3241
13,-241,Cell A,cell_3242
495,-313,Cell A,cell_3243
127,-158,Cell A,cell_3244
11,-325,Cell A,cell_3245
393,-119,Cell A,cell_3246
232,-370,Cell A,cell_3247
217,-361,Cell A,cell_3248
353,-277,Cell A,cell_3249
219,-339,Cell A,cell_3250
216,-159,Cell A,cell_3251
426,-312,Cell A,cell_3252
438,-281,Cell A,cell_3253
75,-119,Cell A,cell_3254
73,-305,Cell A,cell_3255
415,-144,Cell A,cell_3256
447,-356,Cell A,cell_3257
313,-429,Cell A,cell_3258
167,-465,Cell A,cell_3259
207,-497,Cell A,cell_3260
427,-132,Cell A,cell_3261
409,-382,Cell A,cell_3262
430,-39,Cell A,cell_3263
402,-332,Cell A,cell_3264
354,-66,Cell A,cell_3265
437,-201,Cell A,cell_3266
54,-107,Cell A,cell_3267
335,-281,Cell A,cell_3268
373,-209,Cell A,cell_3269
112,-120,Cell A,cell_3270
124,-80,Cell A,cell_3271
183,-20,Cell A,cell_3272
409,-341,Cell A,cell_3273
440,-147,Cell A,cell_3274
203,-493,Cell A,cell_3275
371,-53,Cell A,cell_3276
59,-450,Cell A,cell_3277
294,-398,Cell A,cell_3278
283,-47,Cell A,cell_3279
312,-48,Cell A,cell_3280
480,-442,Cell A,cell_3281
42,-277,Cell A,cell_3282
199,-422,Cell A,cell_3283
187,-313,Cell A,cell_3284
69,-124,Cell A,cell_3285
388,-197,Cell A,cell_3286
351,-198,Cell A,cell_3287
469,-380,Cell A,cell_3288
300,-24,Cell A,cell_3289
388,-345,Cell A,cell_3290
25,-93,Cell A,cell_3291
226,-92,Cell A,cell_3292
253,-219,Cell A,cell_3293
306,-225,Cell A,cell_3294
350,-240,Cell A,cell_3295
58,-280,Cell A,cell_3296
146,-76,Cell A,cell_3297
175,-372,Cell A,cell_3298
162,-389,Cell A,cell_3299
79,-359,Cell A,cell_3300
147,-266,Cell A,cell_3301
224,-31,Cell A,cell_3302
240,-108,Cell A,cell_3303
222,-148,Cell A,cell_3304
90,-98,Cell A,cell_3305
416,-82,Cell A,cell_3306
170,-427,Cell A,cell_3307
187,-183,Cell A,cell_3308
93,-26,Cell A,cell_3309
41,-340,Cell A,cell_3310
382,-494,Cell A,cell_3311
57,-454,Cell A,cell_3312
418,-184,Cell A,cell_3313
472,-294,Cell A,cell_3314
464,-283,Cell A,cell_3315
427,-386,Cell A,cell_3316
266,-335,Cell A,cell_3317
345,-302,Cell A,cell_3318
248,-257,Cell A,cell_3319
180,-133,Cell A,cell_3320
185,-484,Cell A,cell_3321
185,-240,Cell A,cell_3322
482,-387,Cell A,cell_3323
189,-448,Cell A,cell_3324
287,-77,Cell A,cell_3325
123,-13,Cell A,cell_3326
50,-82,Cell A,cell_3327
202,-20,Cell A,cell_3328
465,-210,Cell A,cell_3329
91,-14,Cell A,cell_3330
68,-315,Cell A,cell_3331
392,-380,Cell A,cell_3332
174,-153,Cell A,cell_3333
244,-416,Cell A,cell_3334
208,-154,Cell A,cell_3335
34,-332,Cell A,cell_3336
102,-92,Cell A,cell_3337
455,-257,Cell A,cell_3338
122,-50,Cell A,cell_3339
182,-437,Cell A,cell_3340
304,-440,Cell A,cell_3341
51,-308,Cell A,cell_3342
303,-309,Cell A,cell_3343
328,-443,Cell A,cell_3344
408,-347,Cell A,cell_3345
298,-135,Cell A,cell_3346
142,-68,Cell A,cell_3347
147,-430,Cell A,cell_3348
222,-88,Cell A,cell_3349
208,-164,Cell A,cell_3350
191,-482,Cell A,cell_3351
430,-352,Cell A,cell_3352
247,-388,Cell A,cell_3353
368,-403,Cell A,cell_3354
495,-310,Cell A,cell_3355
440,-236,Cell A,cell_3356
366,-359,Cell A,cell_3357
68,-414,Cell A,cell_3358
438,-253,Cell A,cell_3359
213,-348,Cell A,cell_3360
359,-109,Cell A,cell_3361
366,-172,Cell A,cell_3362
205,-292,Cell A,cell_3363
232,-24,Cell A,cell_3364
72,-177,Cell A,cell_3365
81,-430,Cell A,cell_3366
280,-496,Cell A,cell_3367
433,-491,Cell A,cell_3368
145,-68,Cell A,cell_3369
429,-261,Cell A,cell_3370
354,-453,Cell A,cell_3371
205,-493,Cell A,cell_3372
210,-75,Cell A,cell_3373
348,-297,Cell A,cell_3374
498,-232,Cell A,cell_3375
188,-493,Cell A,cell_3376
486,-351,Cell A,cell_3377
142,-164,Cell A,cell_3378
204,-286,Cell A,cell_3379
201,-260,Cell A,cell_3380
311,-222,Cell A,cell_3381
277,-243,Cell A,cell_3382
436,-116,Cell A,cell_3383
21,-380,Cell A,cell_3384
383,-346,Cell A,cell_3385
36,-351,Cell A,cell_3386
432,-102,Cell A,cell_3387
355,-209,Cell A,cell_3388
201,-101,Cell A,cell_3389
446,-255,Cell A,cell_3390
179,-67,Cell A,cell_3391
406,-130,Cell A,cell_3392
277,-124,Cell A,cell_3393
262,-50,Cell A,cell_3394
395,-57,Cell A,cell_3395
355,-429,Cell A,cell_3396
38,-204,Cell A,cell_3397
470,-171,Cell A,cell_3398
258,-387,Cell A,cell_3399
275,-407,Cell A,cell_3400
138,-137,Cell A,cell_3401
206,-352,Cell A,cell_3402
350,-369,Cell A,cell_3403
400,-408,Cell A,cell_3404
455,-129,Cell A,cell_3405
285,-22,Cell A,cell_3406
267,-408,Cell A,cell_3407
253,-274,Cell A,cell_3408
207,-341,Cell A,cell_3409
225,-139,Cell A,cell_3410
97,-244,Cell A,cell_3411
462,-319,Cell A,cell_3412
182,-131,Cell A,cell_3413
357,-495,Cell A,cell_3414
101,-255,Cell A,cell_3415
65,-358,Cell A,cell_3416
14,-290,Cell A,cell_3417
332,-326,Cell A,cell_3418
41,-189,Cell A,cell_3419
273,-46,Cell A,cell_3420
17,-216,Cell A,cell_3421
303,-70,Cell A,cell_3422
71,-271,Cell A,cell_3423
494,-117,Cell A,cell_3424
132,-15,Cell A,cell_3425
435,-234,Cell A,cell_3426
466,-425,Cell A,cell_3427
465,-174,Cell A,cell_3428
443,-153,Cell A,cell_3429
249,-281,Cell A,cell_3430
493,-81,Cell A,cell_3431
390,-343,Cell A,cell_3432
173,-464,Cell A,cell_3433
64,-328,Cell A,cell_3434
366,-400,Cell A,cell_3435
72,-355,Cell A,cell_3436
191,-292,Cell A,cell_3437
150,-406,Cell A,cell_3438
292,-92,Cell A,cell_3439
58,-444,Cell A,cell_3440
414,-174,Cell A,cell_3441
466,-286,Cell A,cell_3442
219,-155,Cell A,cell_3443
200,-179,Cell A,cell_3444
232,-166,Cell A,cell_3445
408,-73,Cell A,cell_3446
179,-280,Cell A,cell_3447
294,-49,Cell A,cell_3448
11,-283,Cell A,cell_3449
201,-448,Cell A,cell_3450
453,-343,Cell A,cell_3451
498,-228,Cell A,cell_3452
287,-80,Cell A,cell_3453
125,-54,Cell A,cell_3454
270,-21,Cell A,cell_3455
33,-282,Cell A,cell_3456
236,-434,Cell A,cell_3457
250,-441,Cell A,cell_3458
247,-79,Cell A,cell_3459
68,-376,Cell A,cell_3460
215,-81,Cell A,cell_3461
341,-292,Cell A,cell_3462
469,-142,Cell A,cell_3463
168,-420,Cell A,cell_3464
81,-100,Cell A,cell_3465
225,-238,Cell A,cell_3466
239,-410,Cell A,cell_3467
405,-313,Cell A,cell_3468
144,-26,Cell A,cell_3469
191,-41,Cell A,cell_3470
435,-276,Cell A,cell_3471
106,-482,Cell A,cell_3472
415,-174,Cell A,cell_3473
173,-264,Cell A,cell_3474
11,-299,Cell A,cell_3475
369,-180,Cell A,cell_3476
276,-226,Cell A,cell_3477
206,-210,Cell A,cell_3478
85,-388,Cell A,cell_3479
230,-16,Cell A,cell_3480
57,-277,Cell A,cell_3481
68,-335,Cell A,cell_3482
170,-440,Cell A,cell_3483
235,-119,Cell A,cell_3484
457,-305,Cell A,cell_3485
152,-23,Cell A,cell_3486
283,-496,Cell A,cell_3487
363,-104,Cell A,cell_3488
36,-66,Cell A,cell_3489
328,-35,Cell A,cell_3490
296,-434,Cell A,cell_3491
261,-388,Cell A,cell_3492
287,-321,Cell A,cell_3493
328,-213,Cell A,cell_3494
234,-498,Cell A,cell_3495
61,-107,Cell A,cell_3496
332,-290,Cell A,cell_3497
161,-400,Cell A,cell_3498
373,-269,Cell A,cell_3499
356,-376,Cell A,cell_3500
417,-369,Cell A,cell_3501
321,-198,Cell A,cell_3502
241,-331,Cell A,cell_3503
487,-191,Cell A,cell_3504
225,-165,Cell A,cell_3505
69,-98,Cell A,cell_3506
387,-301,Cell A,cell_3507
31,-272,Cell A,cell_3508
365,-444,Cell A,cell_3509
498,-137,Cell A,cell_3510
348,-421,Cell A,cell_3511
81,-155,Cell A,cell_3512
79,-408,Cell A,cell_3513
433,-156,Cell A,cell_3514
334,-168,Cell A,cell_3515
305,-449,Cell A,cell_3516
297,-27,Cell A,cell_3517
309,-264,Cell A,cell_3518
169,-457,Cell A,cell_3519
467,-146,Cell A,cell_3520
371,-476,Cell A,cell_3521
249,-275,Cell A,cell_3522
498,-143,Cell A,cell_3523
444,-417,Cell A,cell_3524
33,-219,Cell A,cell_3525
333,-446,Cell A,cell_3526
73,-54,Cell A,cell_3527
485,-399,Cell A,cell_3528
263,-234,Cell A,cell_3529
70,-424,Cell A,cell_3530
366,-97,Cell A,cell_3531
484,-65,Cell A,cell_3532
488,-415,Cell A,cell_3533
232,-490,Cell A,cell_3534
135,-63,Cell A,cell_3535
137,-493,Cell A,cell_3536
200,-175,Cell A,cell_3537
94,-154,Cell A,cell_3538
241,-332,Cell A,cell_3539
228,-318,Cell A,cell_3540
456,-314,Cell A,cell_3541
137,-136,Cell A,cell_3542
187,-450,Cell A,cell_3543
309,-261,Cell A,cell_3544
366,-122,Cell A,cell_3545
267,-271,Cell A,cell_3546
250,-442,Cell A,cell_3547
246,-57,Cell A,cell_3548
58,-144,Cell A,cell_3549
280,-36,Cell A,cell_3550
163,-470,Cell A,cell_3551
259,-472,Cell A,cell_3552
15,-374,Cell A,cell_3553
410,-147,Cell A,cell_3554
322,-102,Cell A,cell_3555
362,-435,Cell A,cell_3556
258,-22,Cell A,cell_3557
